,idx,lang,0,1,2,3,4,5,6,7,8,9,10,11,-1,-5,-3,-2
29,hi,Hindi,आपके पास कभी नौकरी नहीं थी।,"आपका व्यवसायिक समूह पेशेवर और तकनीकी है (उदाहरण के लिए: डॉक्टर, शिक्षक, इंजीनियर, कलाकार, लेखाकार, नर्स)।","आपका व्यवसायिक समूह उच्च प्रशासनिक है (उदाहरण के लिए: बैंकर, बड़े व्यवसाय में कार्यकारी, उच्च सरकारी अधिकारी, संघ अधिकारी)।","आपका व्यवसायिक समूह लिपिकीय है (उदाहरण के लिए: सचिव, क्लर्क, कार्यालय प्रबंधक, सरकारी कर्मचारी, लेखाकार)।","आपका व्यवसायिक समूह बिक्री है (उदाहरण के लिए: बिक्री प्रबंधक, दुकान मालिक, दुकान सहायक, बीमा एजेंट, खरीदार)।","आपका व्यवसायिक समूह सेवा है (उदाहरण के लिए: रेस्टोरेंट मालिक, पुलिस अधिकारी, वेट्रेस, नाई, देखभाल करने वाला)।","आपका व्यवसायिक समूह कुशल श्रमिक है (उदाहरण के लिए: फोरमैन, मोटर मैकेनिक, प्रिंटर, दर्जी, टूल और डाई निर्माता, इलेक्ट्रीशियन)।","आपका व्यवसायिक समूह अर्ध-कुशल श्रमिक है (उदाहरण के लिए: राजमिस्त्री, बस चालक, कैनरी कार्यकर्ता, बढ़ई, शीट मेटल कार्यकर्ता, बेकर)।","आपका व्यवसायिक समूह अकुशल श्रमिक है (उदाहरण के लिए: मजदूर, कुली, अकुशल कारखाना श्रमिक, सफाईकर्मी)।","आपका व्यवसायिक समूह कृषि श्रमिक है (उदाहरण के लिए: खेत मजदूर, ट्रैक्टर चालक)।",आपका व्यवसायिक समूह किसान मालिक या फार्म प्रबंधक है।,,,,,
30,hu,Hungarian,Sosem volt munkád.,"Az ön foglalkozási csoportja a szakmai és műszaki terület (például: orvos, tanár, mérnök, művész, könyvelő, ápoló).","Az ön foglalkozási csoportja a felsőbb adminisztratív kategóriába tartozik (például: bankár, nagyvállalati vezető, magas rangú kormánytisztviselő, szakszervezeti tisztviselő).","Az ön foglalkozási csoportja adminisztratív (például: titkár, hivatalnok, irodavezető, köztisztviselő, könyvelő).","Az ön foglalkozási csoportja az értékesítés (például: értékesítési vezető, bolt tulajdonos, bolti eladó, biztosítási ügynök, beszerző).","Az ön foglalkozási csoportja a szolgáltatás (például: étteremtulajdonos, rendőr, pincérnő, fodrász, gondnok).","Az ön foglalkozási csoportja szakképzett munkás (például: művezető, autószerelő, nyomdász, varrónő, szerszámkészítő, villanyszerelő).","Az ön foglalkozási csoportja félig képzett munkás (például: kőműves, buszsofőr, konzervgyári munkás, asztalos, bádogos, pék).","Az ön foglalkozási csoportja szakképzetlen munkás (például: segédmunkás, hordár, szakképzetlen gyári munkás, takarító).","Az ön foglalkozási csoportja mezőgazdasági munkás (például: mezőgazdasági munkás, traktorvezető).",Az ön foglalkozási csoportja a gazdaság tulajdonosa vagy gazdaságvezető.,,,,,
31,is,Icelandic,Þú hefur aldrei haft vinnu.,"Starfshópur þinn er faglegur og tæknilegur (til dæmis: læknir, kennari, verkfræðingur, listamaður, endurskoðandi, hjúkrunarfræðingur).","Starfshópur þinn er æðri stjórnunarstörf (til dæmis: bankamaður, stjórnandi í stórfyrirtæki, háttsettur opinber starfsmaður, embættismaður í stéttarfélagi).","Starfshópur þinn er skrifstofustarf (til dæmis: ritari, skrifstofumaður, skrifstofustjóri, opinber starfsmaður, bókari).","Starfshópur þinn er sala (til dæmis: sölustjóri, verslunareigandi, verslunaraðstoðarmaður, tryggingaráðgjafi, kaupandi).","Starfshópur þinn er þjónusta (til dæmis: veitingastaðaeigandi, lögreglumaður, þjónn, rakari, umsjónarmaður).","Starfshópur þinn er iðnaðarmaður (til dæmis: verkstjóri, bifvélavirki, prentari, saumakona, verkfæra- og mótasmiður, rafvirki).","Starfshópur þinn er hálfmenntaður verkamaður (til dæmis: múrari, strætóbílstjóri, verksmiðjuverkamaður, smiður, blikksmiður, bakari).","Starfshópur þinn er ófaglærður verkamaður (til dæmis: verkamaður, burðarmaður, ófaglærður verksmiðjuverkamaður, ræstitæknir).","Starfshópur þinn er búnaðarverkamaður (til dæmis: búverkamanneskja, dráttarvélstjóri).",Starfshópur þinn er bóndi eða bóndastjóri.,,,,,
32,ig,Igbo,Ị naghị enwe ọrụ.,"Otu ọrụ gị bụ ọkachamara na teknụzụ (dịka ọmụmaatụ: dọkịta, onye nkụzi, injinia, onye nka, onye na-agụ akant, nọọsụ).","Ndi otu ọrụ gị bụ ndị nchịkwa dị elu (dịka ọmụmaatụ: onye akụ na ụba, onye isi na nnukwu azụmahịa, onye isi gọọmentị dị elu, onye isi òtù ọrụ).","Ọrụ gị bụ nke ndị ọrụ n'ọrụ ụlọ ọrụ (dịka ọmụmaatụ: onye odeakwụkwọ, onye na-ede akwụkwọ, onye njikwa ụlọ ọrụ, onye ọrụ ọchịchị, onye na-edekọ akwụkwọ ego).","Ndị otu ọrụ gị bụ ahịa (dịka ọmụmaatụ: onye njikwa ahịa, onye nwe ụlọ ahịa, onye enyemaka ụlọ ahịa, onye nnọchi anya nchekwa, onye zụrụ ahịa).","Otu ọrụ gị bụ ọrụ nlekọta (dịka ọmụmaatụ: onye nwe ụlọ oriri na ọṅụṅụ, onye uwe ojii, nwaanyị na-eje ozi, onye na-eto isi, onye nlekọta).","Otu ọrụ gị bụ ndị ọrụ nwere nkà (dịka ọmụmaatụ: onye isi ọrụ, onye na-arụzi ụgbọala, onye na-ebipụta akwụkwọ, onye na-azụ akwa, onye na-emepụta ngwá ọrụ na ihe mkpuchi, onye na-arụ eletrik).","Otu ọrụ gị bụ onye ọrụ nwere nkà dị ntakịrị (dịka ọmụmaatụ: onye na-ewu ụlọ, onye ọkwọ ụgbọ ala, onye ọrụ ụlọ ọrụ, onye ọrụ osisi, onye ọrụ metal, onye na-esi achịcha).","Ọrụ gị bụ onye ọrụ na-enweghị nkà (dịka ọmụmaatụ: onye ọrụ, onye na-ebu ibu, onye ọrụ ụlọ ọrụ na-enweghị nkà, onye na-ehicha).","Otu ọrụ gị bụ onye ọrụ ugbo (dịka ọmụmaatụ: onye ọrụ ugbo, onye na-anya traktọ).",Otu ọrụ gị bụ onye nwe ugbo ma ọ bụ onye njikwa ugbo.,,,,,
33,ilo,"Ilocano (Ilokano, Iloko)",Saan ka pay nga nagtrabaho.,"Ti grupo ti pagtrabahuan yo ket propesional ken teknikal (kasla: doktor, mannursuro, inheniero, artista, akawntante, nars).","Ti grupo ti pagtrabahuan yo ket nangato a pangidulinan (kasla: bangkero, opisyal iti dakkel a negosyo, nangato a opisyal ti gobyerno, opisyal ti unyon).","Ti grupo ti pagtrabahuan yo ket clerical (kas iti: sekretaria, klerk, maneger ti opisina, empleyado ti gobyerno, managtitinnulong).","Ti grupo ti pagtrabahuan yo ket sales (kasla: sales manager, agtagi ti pagtagilakuan, agtrabaho iti pagtagilakuan, insurance agent, aggatang).","Ti grupo ti pagtrabahuan yo ket serbisyo (kasla: agtagik ti restoran, pulis, agserbi a babai, barbero, agtaripato).","Ti grupo ti pagtrabahuan yo ket napateg a mangmangged (kasla: kapatas, mekaniko ti motor, agimprenta, mananahi, agaramid ti gamit ken agaramid ti molde, elektrisyan).","Ti grupo ti pagtrabahuan yo ket semi-skilled a mangmangged (kas iti: aginbalsada, agmaneho ti bus, agtrabaho iti pagaramidan ti lata, agkarkintero, agtrabaho iti metal, agpanadero).","Ti grupo ti pagtrabahuan yo ket saan a naadal a mangmangged (kasla: mangmangged, kargador, saan a naadal a mangmangged ti pagawaan, aglinis).","Ti grupo ti pagtrabahuan yo ket mannalon (kasla: agtrabaho iti talon, agmaneho ti traktora).",Ti grupo ti pagtrabahuan yo ket agtutubo ti talon wenno mannalon ti talon.,,,,,
34,id,Indonesian,Kamu tidak pernah memiliki pekerjaan.,"Kelompok pekerjaan Anda adalah profesional dan teknis (misalnya: dokter, guru, insinyur, seniman, akuntan, perawat).","Kelompok pekerjaan Anda adalah administrasi tingkat tinggi (misalnya: bankir, eksekutif di perusahaan besar, pejabat tinggi pemerintah, pejabat serikat pekerja).","Kelompok pekerjaan Anda adalah administratif (misalnya: sekretaris, petugas, manajer kantor, pegawai negeri, pembukuan).","Kelompok pekerjaan Anda adalah penjualan (misalnya: manajer penjualan, pemilik toko, asisten toko, agen asuransi, pembeli).","Kelompok pekerjaan Anda adalah layanan (misalnya: pemilik restoran, petugas polisi, pelayan, tukang cukur, pengasuh).","Kelompok pekerjaan Anda adalah pekerja terampil (misalnya: mandor, montir, pencetak, penjahit, pembuat alat dan cetakan, tukang listrik).","Kelompok pekerjaan Anda adalah pekerja setengah terampil (misalnya: tukang batu, sopir bus, pekerja pabrik pengalengan, tukang kayu, pekerja logam lembaran, tukang roti).","Kelompok pekerjaan Anda adalah pekerja tidak terampil (misalnya: buruh, kuli angkut, pekerja pabrik tidak terampil, petugas kebersihan).","Kelompok pekerjaan Anda adalah pekerja pertanian (misalnya: buruh tani, pengemudi traktor).",Kelompok pekerjaan Anda adalah pemilik atau pengelola pertanian.,,,,,
35,it,Italian,Non hai mai avuto un lavoro.,"Il tuo gruppo occupazionale è professionale e tecnico (ad esempio: medico, insegnante, ingegnere, artista, contabile, infermiere).","Il tuo gruppo occupazionale è amministrativo superiore (ad esempio: banchiere, dirigente in una grande azienda, alto funzionario governativo, funzionario sindacale).","Il tuo gruppo occupazionale è amministrativo (ad esempio: segretario, impiegato, responsabile d'ufficio, funzionario pubblico, contabile).","Il tuo gruppo professionale è vendite (ad esempio: responsabile vendite, proprietario di negozio, commesso, agente assicurativo, acquirente).","Il tuo gruppo occupazionale è il settore dei servizi (ad esempio: proprietario di ristorante, agente di polizia, cameriera, barbiere, custode).","Il tuo gruppo occupazionale è lavoratore qualificato (ad esempio: caposquadra, meccanico, tipografo, sarta, attrezzista, elettricista).","Il tuo gruppo occupazionale è lavoratore semi-qualificato (ad esempio: muratore, autista di autobus, operaio di conservificio, carpentiere, lattoniere, fornaio).","Il tuo gruppo occupazionale è lavoratore non qualificato (ad esempio: manovale, facchino, operaio non qualificato in fabbrica, addetto alle pulizie).","Il tuo gruppo occupazionale è lavoratore agricolo (ad esempio: bracciante agricolo, conducente di trattore).",Il tuo gruppo occupazionale è proprietario o gestore di azienda agricola.,,,,,
36,ja,Japanese,あなたは一度も仕事をしたことがありません。,あなたの職業グループは専門職および技術職です（例：医師、教師、エンジニア、アーティスト、会計士、看護師）。,あなたの職業グループは高等管理職です（例：銀行家、大企業の重役、高位政府官僚、労働組合幹部）。,あなたの職業グループは事務職です（例：秘書、事務員、オフィスマネージャー、公務員、簿記係）。,あなたの職業グループは営業です（例えば、営業マネージャー、店主、店員、保険代理店、バイヤー）。,あなたの職業グループはサービス業です（例：レストランオーナー、警察官、ウェイトレス、理髪師、介護者）。,あなたの職業グループは技能労働者です（例：職長、自動車整備士、印刷工、縫製工、金型工、電気技師）。,あなたの職業グループは半熟練労働者です（例：レンガ職人、バス運転手、缶詰工場労働者、大工、板金工、パン職人）。,あなたの職業グループは非熟練労働者です（例：労働者、ポーター、非熟練工場労働者、清掃員）。,あなたの職業グループは農場労働者です（例：農場労働者、トラクタードライバー）。,あなたの職業グループは農場主または農場管理者です。,,,,,
37,kk,Kazakh,Сіз ешқашан жұмыс істеген жоқсыз.,"Сіздің кәсіби тобыңыз - кәсіби және техникалық (мысалы: дәрігер, мұғалім, инженер, суретші, бухгалтер, медбике).","Сіздің кәсіби тобыңыз жоғары әкімшілікке жатады (мысалы: банкир, ірі бизнестегі атқарушы, жоғары үкіметтік шенеунік, кәсіподақ қызметкері).","Сіздің кәсіби тобыңыз әкімшілік қызметкерлер (мысалы: хатшы, қызметкер, кеңсе менеджері, мемлекеттік қызметші, есепші).","Сіздің кәсіби тобыңыз - сату (мысалы: сату менеджері, дүкен иесі, дүкен көмекшісі, сақтандыру агенті, сатып алушы).","Сіздің кәсіби тобыңыз қызмет көрсету саласы (мысалы: мейрамхана иесі, полиция қызметкері, даяшы, шаштараз, күтуші).","Сіздің кәсіби тобыңыз білікті жұмысшы (мысалы: бригадир, автокөлік механигі, баспагер, тігінші, құрал-сайман жасаушы, электрик).","Сіздің кәсіби тобыңыз жартылай білікті жұмысшы (мысалы: кірпіш қалаушы, автобус жүргізушісі, консерві зауытының жұмысшысы, ағаш ұстасы, қаңылтыр жұмысшысы, наубайшы).","Сіздің кәсіби тобыңыз біліктілігі жоқ жұмысшы (мысалы: жұмысшы, жүк тасушы, біліктілігі жоқ зауыт жұмысшысы, тазалаушы).","Сіздің кәсіби тобыңыз - ферма жұмысшысы (мысалы: ферма жұмысшысы, трактор жүргізушісі).",Сіздің кәсіби тобыңыз - ферма иесі немесе ферма менеджері.,,,,,
38,ky,Kirghiz (Kyrgyz),Сиз эч качан жумушта иштеген эмессиз.,"Сиздин кесиптик тобуңуз кесиптик жана техникалык (мисалы: дарыгер, мугалим, инженер, сүрөтчү, бухгалтер, медайым).","Сиздин кесиптик тобуңуз жогорку административдик (мисалы: банкир, ири бизнес жетекчиси, жогорку мамлекеттик кызматкер, кесиптик союздун кызматкери).","Сиздин кесиптик тобуңуз кеңсе кызматкерлери (мисалы: катчы, катчы кызматкер, кеңсе менеджери, мамлекеттик кызматкер, эсепчи).","Сиздин кесиптик тобуңуз сатуу (мисалы: сатуу менеджери, дүкөн ээси, дүкөн жардамчысы, камсыздандыруу агенти, сатып алуучу).","Сиздин кесиптик тобуңуз кызмат көрсөтүү (мисалы: ресторан ээси, полиция кызматкери, официант, чачтарач, кароолчу).","Сиздин кесиптик тобуңуз квалификациялуу жумушчу (мисалы: прораб, автоунаа механиги, басмаканачы, тигүүчү, аспап жана штамп жасоочу, электрик).","Сиздин кесиптик тобуңуз жарым-жартылай квалификациялуу жумушчу (мисалы: кыш калагыч, автобус айдоочусу, консерва заводу жумушчусу, уста, жука металл жумушчусу, наабайчы).","Сиздин кесиптик тобуңуз квалификациясы жок жумушчу (мисалы: жумушчу, жүк ташуучу, квалификациясы жок фабрика жумушчусу, тазалоочу).","Сиздин кесиптик тобуңуз - ферма жумушчусу (мисалы: ферма жумушчусу, трактор айдоочусу).",Сиздин кесиптик тобуңуз - ферма ээси же ферма менеджери.,,,,,
39,zh,Chinese,你从来没有工作过。,您的职业类别是专业技术人员（例如：医生、教师、工程师、艺术家、会计师、护士）。,您的职业类别是高级行政管理（例如：银行家、大企业高管、高级政府官员、工会官员）。,您的职业类别是文职（例如：秘书、职员、办公室经理、公务员、簿记员）。,您的职业类别是销售（例如：销售经理、店主、店员、保险代理人、采购员）。,您的职业类别是服务业（例如：餐馆老板、警察、服务员、理发师、护理员）。,您的职业类别是技术工人（例如：领班、汽车修理工、印刷工、裁缝、工模具制造工、电工）。,您的职业类别是半熟练工人（例如：砖瓦工、公交车司机、罐头厂工人、木匠、钣金工人、面包师）。,您的职业类别是非技术工人（例如：劳动者、搬运工、非技术工厂工人、清洁工）。,您的职业类别是农场工人（例如：农场劳工、拖拉机司机）。,您的职业类别是农场主或农场经理。,,,,,
40,ko,Korean,당신은 한 번도 직업을 가져본 적이 없습니다.,"귀하의 직업군은 전문 및 기술직입니다 (예: 의사, 교사, 엔지니어, 예술가, 회계사, 간호사).","귀하의 직업군은 고위 행정직입니다 (예: 은행가, 대기업 임원, 고위 공무원, 노조 임원).","귀하의 직업군은 사무직입니다 (예: 비서, 사무원, 사무 관리자, 공무원, 경리).","귀하의 직업군은 영업입니다 (예: 영업 관리자, 상점 주인, 상점 직원, 보험 대리인, 구매자).","귀하의 직업군은 서비스입니다 (예: 식당 주인, 경찰관, 웨이트리스, 이발사, 관리인).","귀하의 직업군은 숙련된 노동자입니다 (예: 현장 감독, 자동차 정비사, 인쇄공, 재봉사, 공구 및 금형 제작자, 전기기사).","귀하의 직업군은 반숙련 노동자입니다 (예: 벽돌공, 버스 운전사, 통조림 공장 노동자, 목수, 판금공, 제빵사).","귀하의 직업군은 비숙련 노동자입니다 (예: 노동자, 짐꾼, 비숙련 공장 노동자, 청소부).","귀하의 직업군은 농장 노동자입니다 (예: 농장 일꾼, 트랙터 운전사).",귀하의 직업군은 농장주 또는 농장 관리자입니다.,,,,,
41,lt,Macedonian,Никогаш немаше работа.,"Вашата професионална група е професионална и техничка (на пример: доктор, наставник, инженер, уметник, сметководител, медицинска сестра).","Вашата професионална група е висока административна (на пример: банкар, извршен директор во голем бизнис, висок државен службеник, службеник во синдикат).","Вашата професионална група е административна (на пример: секретар, службеник, канцелариски менаџер, државен службеник, книговодител).","Вашата професионална група е продажба (на пример: менаџер за продажба, сопственик на продавница, продавач, агент за осигурување, купувач).","Вашата професионална група е услужна (на пример: сопственик на ресторан, полицаец, келнерка, бербер, негувател).","Вашата професионална група е квалификуван работник (на пример: претпоставен, автомеханичар, печатар, шивачка, изработувач на алати и матрици, електричар).","Вашата професионална група е полувешт работник (на пример: ѕидар, возач на автобус, работник во конзервна фабрика, дрводелец, работник со лим, пекар).","Вашата професионална група е неквалификуван работник (на пример: работник, носач, неквалификуван фабрички работник, чистач).","Вашата професионална група е земјоделски работник (на пример: земјоделски работник, возач на трактор).",Вашата професионална група е сопственик на фарма или менаџер на фарма.,,,,,
42,mk,Malay (Malaysian),Anda tidak pernah mempunyai pekerjaan.,"Kumpulan pekerjaan anda adalah profesional dan teknikal (contohnya: doktor, guru, jurutera, artis, akauntan, jururawat).","Kumpulan pekerjaan anda adalah pentadbiran tinggi (contohnya: pegawai bank, eksekutif dalam perniagaan besar, pegawai tinggi kerajaan, pegawai kesatuan).","Kumpulan pekerjaan anda adalah kerani (contohnya: setiausaha, kerani, pengurus pejabat, penjawat awam, jurujual).","Kumpulan pekerjaan anda adalah jualan (contohnya: pengurus jualan, pemilik kedai, pembantu kedai, ejen insurans, pembeli).","Kumpulan pekerjaan anda adalah perkhidmatan (contohnya: pemilik restoran, pegawai polis, pelayan, tukang gunting rambut, penjaga).","Kumpulan pekerjaan anda adalah pekerja mahir (contohnya: mandur, mekanik motor, pencetak, tukang jahit, pembuat alat dan acuan, juruelektrik).","Kumpulan pekerjaan anda adalah pekerja separa mahir (contohnya: tukang batu, pemandu bas, pekerja kilang pengetinan, tukang kayu, pekerja logam lembaran, pembuat roti).","Kumpulan pekerjaan anda adalah pekerja tidak mahir (contohnya: buruh, porter, pekerja kilang tidak mahir, pembersih).","Kumpulan pekerjaan anda adalah pekerja ladang (contohnya: buruh ladang, pemandu traktor).",Kumpulan pekerjaan anda ialah pemilik ladang atau pengurus ladang.,,,,,
43,ms,"Standart Chinese (Mandarin, Putonghua, Guoyu)",你从来没有工作过。,您的职业类别是专业技术人员（例如：医生、教师、工程师、艺术家、会计师、护士）。,您的职业类别是高级行政人员（例如：银行家、大企业高管、高级政府官员、工会官员）。,您的职业类别是文职（例如：秘书、职员、办公室经理、公务员、簿记员）。,您的职业类别是销售（例如：销售经理、店主、店员、保险代理人、采购员）。,您的职业类别是服务业（例如：餐馆老板、警察、服务员、理发师、看护人员）。,您的职业类别是技术工人（例如：工头、汽车技工、印刷工、女裁缝、工模具制造工、电工）。,您的职业类别是半熟练工人（例如：砌砖工、公交车司机、罐头厂工人、木匠、钣金工、面包师）。,您的职业类别是非技术工人（例如：劳动者、搬运工、非技术工厂工人、清洁工）。,您的职业类别是农场工人（例如：农场劳工、拖拉机司机）。,您的职业类别是农场主或农场经理。,,,,,
44,mn,Mongolian,Танд хэзээ ч ажил байгаагүй.,"Таны мэргэжлийн бүлэг нь мэргэжлийн болон техникийн (жишээлбэл: эмч, багш, инженер, уран бүтээлч, нягтлан бодогч, сувилагч) юм.","Таны мэргэжлийн бүлэг нь дээд түвшний удирдлага (жишээлбэл: банкны ажилтан, томоохон бизнесийн гүйцэтгэх захирал, төрийн өндөр албан тушаалтан, үйлдвэрчний эвлэлийн албан тушаалтан) юм.","Таны мэргэжлийн бүлэг нь бичиг хэргийн ажилтан (жишээлбэл: нарийн бичгийн дарга, бичээч, оффисын менежер, төрийн албан хаагч, нягтлан бодогч) юм.","Таны мэргэжлийн бүлэг нь борлуулалт (жишээлбэл: борлуулалтын менежер, дэлгүүрийн эзэн, дэлгүүрийн туслах, даатгалын төлөөлөгч, худалдан авагч) юм.","Таны мэргэжлийн бүлэг нь үйлчилгээний салбарт хамаарна (жишээлбэл: ресторан эзэмшигч, цагдаа, зөөгч, үсчин, асрагч).","Таны мэргэжлийн бүлэг бол ур чадвартай ажилчин (жишээлбэл: дархан, авто засварчин, хэвлэгч, оёдолчин, багаж хэрэгсэл болон хэвний мастер, цахилгаанчин) юм.","Таны мэргэжлийн бүлэг нь хагас чадвартай ажилчин (жишээлбэл: өрлөгчин, автобусны жолооч, лаазалсан бүтээгдэхүүний ажилчин, мужаан, нимгэн төмрийн ажилчин, талхчин) юм.","Таны мэргэжлийн бүлэг нь мэргэжилгүй ажилчин (жишээлбэл: ажилчин, ачаа зөөгч, мэргэжилгүй үйлдвэрийн ажилчин, цэвэрлэгч) юм.","Таны мэргэжлийн бүлэг нь фермийн ажилчин (жишээлбэл: фермийн ажилтан, тракторын жолооч) юм.",Таны мэргэжлийн бүлэг нь фермийн эзэн эсвэл фермийн менежер юм.,,,,,
45,cnr,Montenegrin,Nikada nisi imao/la posao.,"Vaša profesionalna grupa je stručna i tehnička (na primjer: ljekar, učitelj, inženjer, umjetnik, računovođa, medicinska sestra).","Vaša profesionalna grupa je viša administrativna (na primjer: bankar, izvršni direktor u velikom biznisu, visoki državni službenik, sindikalni službenik).","Vaša profesionalna grupa je administrativna (na primjer: sekretar, službenik, menadžer kancelarije, državni službenik, knjigovođa).","Vaša profesionalna grupa je prodaja (na primjer: menadžer prodaje, vlasnik prodavnice, prodavac, agent osiguranja, kupac).","Vaša profesionalna grupa je uslužna (na primjer: vlasnik restorana, policajac, konobarica, frizer, njegovatelj).","Vaša profesionalna grupa je kvalifikovani radnik (na primjer: poslovođa, automehaničar, štampar, krojačica, alatničar, električar).","Vaša zanimanja spadaju u grupu polukvalifikovanih radnika (na primjer: zidar, vozač autobusa, radnik u konzervi, stolar, limar, pekar).","Vaša zanimanja grupa je nekvalifikovani radnik (na primjer: radnik, nosač, nekvalifikovani fabrički radnik, čistač).","Vaša zanimanja grupa je poljoprivredni radnik (na primjer: poljoprivredni radnik, vozač traktora).",Vaša profesionalna grupa je vlasnik farme ili upravnik farme.,,,,,
46,nd,North Ndebele,Awuzange ube lomsebenzi.,"Iqembu lakho lomsebenzi ngelabochwepheshe lobungcitshi (isibonelo: udokotela, umfundisi, unjiniyela, umculi, umabhalane, umongikazi).","Iqembu lakho lomsebenzi liphezulu kwezokuphatha (isibonelo: umphathi webhange, umphathi webhizimusi elikhulu, isikhulu sikahulumende esiphezulu, isikhulu senhlangano yabasebenzi).","Iqembu lakho lomsebenzi lihambelana lemisebenzi yehofisi (isibonelo: unobhala, umabhalane, umphathi wehhovisi, isisebenzi sikahulumende, umgcini zincwadi).","Iqembu lakho lomsebenzi lithengisa (isibonelo: umphathi wezokuthengisa, umnikazi wesitolo, umsizi wesitolo, umenzeli womshwalense, umthengi).","Iqembu lakho lomsebenzi lisevisi (ngokwesibonelo: umnikazi werestaurant, iphoyisa, umphathizitolo, umchebi, umnakekeli).","Iqembu lakho lomsebenzi ngabasebenzi abanamakhono (isibonelo: umphathi, umakhenikha wemota, umshicileli, umthungi, umenzi wamathuluzi, ugandaganda wombane).","Iqembu lakho lomsebenzi ngabasebenzi abanamakhono aphakathi (ngokwesibonelo: umakhi wezitina, umshayeli webhasi, osebenza efektri yokupakisha ukudla, umakhi wezinto zokhuni, osebenza ngensimbi, umbhaki).","Iqembu lakho lomsebenzi ngabasebenzi abangela msebenzi ofundwayo (isibonelo: isisebenzi, umthwali, isisebenzi sefekithali esingela msebenzi ofundwayo, umhlambululi).","Iqembu lakho lomsebenzi ngabasebenzi bepulazi (ngokwesibonelo: isisebenzi sepulazi, umshayeli wetrekta).",Iqembu lakho lomsebenzi ngumnikazi wepulazi kumbe umphathi wepulazi.,,,,,
47,no,Norwegian,Du har aldri hatt en jobb.,"Din yrkesgruppe er profesjonell og teknisk (for eksempel: lege, lærer, ingeniør, kunstner, regnskapsfører, sykepleier).","Din yrkesgruppe er høyere administrativ (for eksempel: bankmann, leder i storbedrift, høy offentlig tjenestemann, fagforeningsleder).","Din yrkesgruppe er kontorarbeid (for eksempel: sekretær, kontorist, kontorsjef, embetsmann, bokholder).","Din yrkesgruppe er salg (for eksempel: salgssjef, butikkeier, butikkassistent, forsikringsagent, innkjøper).","Din yrkesgruppe er service (for eksempel: restauranteier, politibetjent, servitør, frisør, vaktmester).","Din yrkesgruppe er fagarbeider (for eksempel: formann, bilmekaniker, trykker, syerske, verktøymaker, elektriker).","Din yrkesgruppe er semi-faglært arbeider (for eksempel: murer, bussjåfør, hermetikkarbeider, snekker, blikkenslager, baker).","Din yrkesgruppe er ufaglært arbeider (for eksempel: arbeider, portør, ufaglært fabrikkarbeider, renholder).","Din yrkesgruppe er gårdsarbeider (for eksempel: gårdsarbeider, traktorsjåfør).",Din yrkesgruppe er gårdeier eller gårdsbestyrer.,,,,,
48,om,Oromo,"""Ati hojii hin qabaatin.""","Gareen hojii kee ogummaa fi tekinikaadha (fakkeenyaaf: doktora, barsiisaa, injinera, aartii, akkaawuntii, narse).","Garee hojii kee hojii ol’aanaa ta’eedha (fakkeenyaaf: baankii, hoogganaa dhaabbata guddaa, aangoo mootummaa ol’aanaa, hoogganaa waldaa).","Garee hojii kee hojiiwwan barreessuu fi galmeessuu dha (fakkeenyaaf: barreessaa, galmeessaa, bulchaa waajjiraa, hojjetaa mootummaa, galmeessaa maallaqaa).","Garee hojii kee gurgurtaa dha (fakkeenyaaf: itti gaafatamaa gurgurtaa, abbaa dukaanaa, gargaaraa dukaanaa, ejensii inshuraansii, bitataa).","Gareen hojii kee tajaajila (fakkeenyaaf: abbaa mana nyaataa, poolisii, tajaajiltuu, ashaboo, eegduu) dha.","Garee hojii kee keessatti nama ogummaa qabu dha (fakkeenyaaf: dura taa'aa, meeshaa konkolaataa sirreessaa, maxxansaa, uffata tolchituu, meeshaa fi du'aayi tolchituu, elektiriishinii).","Garee hojii kee ni ta'uu hojjataa dandeettii giddu galeessa qabu (fakkeenyaaf: dhagaa buusaa, konkolaachisaa biskileetii, hojjetaa kaanaarii, meeshaa ittin hojjetan, hojjetaa baakeree).","Garee hojii kee keessatti hojii humnaa hin qabne (fakkeenyaaf: hojjetaa humnaa, fe'ataa, hojjetaa mana industirii humnaa hin qabne, qulqulleessaa).","Garee hojii kee jechuun hojjetaa lafa qonnaati (fakkeenyaaf: hojjetaa qonnaa, konkolaachisaa tarkaattoo).",Garee hojii kee jechuun abbaa qonnaa yookaan itti gaafatamaa qonnaati.,,,,,
